name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
Шоколад Яшкино молочный 90 гр,4690329005402,pcs,475,,,,
Шоколад Яшкино молочный с арахисом 90 гр,4690329005693,pcs,425,,,,
Шоколадмолочн Яшкино взр карамель 90гр,4690329013711,pcs,470,,,,
Яшкино вафли шоколадные 200 гр,4607015232578,pcs,430,,,,
Яшкино печенье Бонффети 200 гр,4680021887758,pcs,500,,,,
Яшкино печенье Ванильное кольцо 180гр,4680021887772,pcs,345,,,,
Яшкино печенье сдобное какос 200 гр,4620017458531,pcs,480,,,,
Яшкино печенье сдобное Клубника 137 гр,4607015235784,pcs,370,,,,
Яшкино печенье сдобное Курабье 180 гр,4680021887765,pcs,405,,,,
Яшкино пряники с вишневой начинкой 350 гр,4607015235302,pcs,675,,,,
Яшкино пряники с мятные 350 гр,4607015235388,pcs,545,,,,
Конфеты Раффаэлло с минд. орехом 150 г,8000500023976,pcs,"2,560",,,,
"Конфеты Раффаэлло с минд, орехом 90 г",8000500232057,pcs,"2,240",,,,
Конфеты Раффаэлло с минд. 240г,5413548040479,pcs,"3,725",,,,
Конф. Раффаэлло с минд орехом 200 г торт,4607086410493,pcs,"4,170",,,,
Конф. Раффаэлло с минд орехом 100 гторт,8000500078617,pcs,"2,535",,,,
Конфеты Раффаэлло с минд орехом 70 г,8000500313138,pcs,"1,445",,,,
Ферреро Роше Т6X8,8000500365007,pcs,"1,895",,,,
Киндер Сюрприз для девочек Т36,80741251,pcs,730,,,,
Киндер Сюрприз стандарт 136,40084107,pcs,730,,,,
Киндер Јоі Т1*24,80310891,pcs,870,,,,
Киндер Буено Т2*30,80052760,pcs,530,,,,
Киндер Делис Т1x20,80052463,pcs,465,,,,
"Шоколад молочный Киндер Кантри 23,5 г",40084176,pcs,370,,,,
Киндер шоколад Т4,80177609,pcs,630,,,,
Киндер шоколад Т8,40084701,pcs,"1,200",,,,
"Паста орех, с какао Нутелла 630гр",59032823,pcs,"4,445",,,,
"Паста орех, с какао Нутелла 350гр",80177173,pcs,"2,675",,,,
Паста орех. с какао Нутелла 180гр,80177425,pcs,"1,910",,,,
Вафельный батончик Нутелла Б-реди 1x10x2,8000500224281,pcs,370,,,,
Киндер шоколад Макси Т1,40084077,pcs,255,,,,
Albina Слоеный торт-бисквит ВАНИЛЬ 20 гр,6261149040461,pcs,90,,,,
Albina Слоеный торт-бисквит ФУНДУК 20 гр,6261149040485,pcs,90,,,,
"Albeni Bites печенье с карам, ток. с кр печенья 500гр",4870112001006,pcs,"2,600",,,,
"Albeni nev. с карам. апел., крем, покр.мол, шок. 85гр",4870112006346,pcs,520,,,,
"Albeni Chocolate neченье арам, покр мол. шок. 85гр",4870112006476,pcs,605,,,,
"Albeni nеч. крем лес, ореха, покрыт молочнок. 85гр",4870112006353,pcs,605,,,,
"Albeni new, с клуб. и йогурт, крем, покр.мол. шок. 85г р",4870112007596,pcs,520,,,,
"Albeni Petits Hazelnut Gifting, Box 192гр",4870112006377,pcs,"2,550",,,,
"Albeni round печенье с карам, мол. шок. 40гр",4870112003918,pcs,"1,615",,,,
"Albeni Bites печенье с карам, в мол.шок. с кр. печенья 170гр",4870112005370,pcs,800,,,,
"ALBENI TANE TANE печенье с к, покр мо шок (драже) 37гр",4870112002805,pcs,250,,,,
Kremika Vanilla 70гр,4870002233210,pcs,140,,,,
Печенье Biscuits Biskrem Dark 180гр,4870112006445,pcs,485,,,,
Паченье Бискрен Какао 180гр,4870112002782,pcs,545,,,,
Печенье Бискрен Какао 100гp,4870112002768,pcs,315,,,,
Печенье Kremiks Strawberry 70гр,4870002233180,pcs,140,,,,
Печенье Halley Strawberry 240гр,4870112007428,pcs,"1,170",,,,
Печенье Biscuit Balley Sandwich Cocons 280гр,4870112006971,pcs,"1,275",,,,
Печенье Laviva Milky Cream 35г батон,4870112007039,pcs,150,,,,
Печенье Kekstra Mini Jolebol 150гр Cream and Strawberry Souce,8690766082307,pcs,780,,,,
"Biscuit Halley Sandwich (10pc), 280гр",4870112006711,pcs,"1,060",,,,
Halley Mini Granules 66гр,8690504039778,pcs,340,,,,
"Наша Марка"" печенье 190 ггр",4870112001914,pcs,225,,,,
Печенье Dankek Mini Tart Choc 150гр  Glaze and Strawberry Juice,8690504082392,pcs,835,,,,
Kanky Chocolate Bar 35грChocolate Bar,4870112007718,pcs,160,,,,
Шоколад Laviva Classic278гр,8690504065272,pcs,"2,860",,,,
Шоколад Dankek Donut Cake Dark 45гр Glaze and Dark Choco Souce,8690766103491,pcs,210,,,,
Шоколад Dankek Donut Cake Dark 55гр Glaze with Dark Choco Sauce,8690504065661,pcs,235,,,,
Шоколад Laviva Mini Bag 349.6гр,8690766153045,pcs,"2,705",,,,
"Печенье McVitie's Digestive Original, To Go 29,4гр КОР",4870112004137,pcs,465,,,,
Шоколад Dankek @kek Derries 55гр,8690504063476,pcs,235,,,,
Шоколад Dankek Bkek Banana  55гр,8690504063223,pcs,235,,,,
"Печенье McVitie's Digestive Milk Choco, late To 33гр",4870112004144,pcs,740,,,,
"Печенье Mcvities Digestive Biscuit wit, h Milky",4870112007381,pcs,260,,,,
Печенье Dore Vanilla sandwich biscuits with cream,4870112007640,pcs,210,,,,
Печенье Dore Cocoa sandwich biscuits with cream 73гр,4870112007633,pcs,210,,,,
"Печенье McVitie's Digestive Original, Bulk 29,4гр",4870112003468,pcs,95,,,,
"Печенье McVitie's Digestive Milk Choco, late Bulk 33,3гр",4870112003482,pcs,150,,,,
"Печенье Dore Strawberry73gx1x24, sandwich biscuits with cream,",4870112007626,pcs,210,,,,
"Шоколад ""Albeni"" XXL, покр. мол. шок. 70гр",4870112002973,pcs,420,,,,
Печенье McVities Tartlet Choco 100гр,8690504084747,pcs,420,,,,
"Albeni super печенье с каран, покр. мол. шок. 55г",4870112003956,pcs,335,,,,
Шоколад Albeni Latte 36гр,4870112008012,pcs,250,,,,
"Печенье с карам Albeni покр, мол.шок. 40гр",4870112003925,pcs,250,,,,
"Печенье Dore Banana 73гр sandwich biscuits with cream,",4870112007619,pcs,210,,,,
Шоколад Milka 80r Bubbles молочный пористый,7622300789114,pcs,845,,,,
Шоколад Milka 97r Bubbles молочный пористый с кокосовой начинкой,7622210786647,pcs,845,,,,
Шоколад Milka 97r Bubbles молочный пористый со вкусом капучино,7622202396076,pcs,910,,,,
Шоколад Милка 87г с печеньем ЛУ,7622210451255,pcs,"1,380",,,,
Шоколад Милка 87г с солёным крекером ТУК,7622210451224,pcs,"1,400",,,,
Шоколад Милка 92г. с круглым печеньем «Орео»,7622210832498,pcs,"1,510",,,,
Шоколад Милка 31г Ваффелини Чокомакс,7622210713315,pcs,265,,,,
Шоколад Milka 110г конфеты молочный шоколад с крем молоч нач,7622201406813 7622201410407,pcs,"2,730",,,,
Шоколад Milka 110г конфеты молочный шоколад с ореховой начинкой,7622201408145,pcs,"2,255",,,,
Шоколад Милка 300г Toffee целый орех и карамель,7622210924568,pcs,"2,815",,,,
Шоколад Milka 300г со вкусом чизкейка и клубники,7622210679376,pcs,"2,720",,,,
Шоколад ПИКНИК Спец. цена 48гр шоколад,7622201711825,pcs,400,,,,
Шоколад АГ Макс Фан 150г Тропик,7622202011085,pcs,"1,385",,,,
Шоколад АГ Макс Фан 150г с фруктово-ягодными кусочками,7622202011054,pcs,"1,380",,,,
"Шоколад АГ МаксФан 150г мол карамель, марм, печ",7622201449261,pcs,"1,325",,,,
Шоколад АГ МаксФан 150г Дикая Вишня,7622201809065,pcs,"1,380",,,,
Шоколад АГ 80г Темный классический,7622201449117,pcs,500,,,,
Шоколад АГ 80 Молочный пористый,7622201456306,pcs,645,,,,
Шоколад АГ 80 Белый пористый,7622201457525,pcs,645,,,,
Шоколад АГ 90г Орео с ванилью и печеньем,7622201778484,pcs,645,,,,
Шоколад АГ 90г Орео со вкусом чизкейка и печенья,7622201778545,pcs,645,,,,
Шоколад АГ 90г Орео Молочный с кусочками печенья,7622201493820,pcs,645,,,,
Шоколад АГ 80г Молочный,7622202395659 7622201450564 7622201695927,pcs,730,,,,
Шоколад АГ 80г Мол с Фундуком,7622202395697,pcs,730,,,,
Шоколад АГ 80г Белый с Миндалем и Кокосом,7622201450533,pcs,645,,,,
Шоколад АГ 80г Мол Фундук и Изюм,7622202397318 7622201448707,pcs,795,,,,
Шоколад АГ 80г молочный с клубнично-йогуртовой начинкой,7622201706289,pcs,645,,,,
Шоколад АГ 80г молочный с чернично-йогуртовой начинкой,7622201700553 7622202035494,pcs,730,,,,
Шоколад АГ 80г Арахис и Кукуруз. хлопья,7622201696078,pcs,795,,,,
Шоколад Воздушный 85г Белый,7622210343161,pcs,645,,,,
Шоколад Milka 90г молочный с цельным фундуком,7622202395895,pcs,"1,055",,,,
Шоколад Milka 90г Молочный,7622210308092,pcs,845,,,,
Шоколад Milka 90г молочный с цельным миндалем,7622210308139,pcs,960,,,,
Шоколад Milka 90г Молочный с двухсл начин клубника-сливки,7622300437848,pcs,845,,,,
Шоколад Milka 80г Молочный,7622202395956,pcs,"1,300",,,,
Шоколад Milka 80г молочный  с фундуком,7622202396014,pcs,"1,510",,,,
Дирол X-Fresh Арбузный лед 16г,46164292,pcs,310,,,,
"Дирол X-Fresh Мандарин, 16 гр жев.рез. б/с",46165411,pcs,310,,,,
Дирол X-Fresh черника цитрус 16г,57023861,pcs,310,,,,
"Дирол XXL Ассорти фруктовых вкусов, 19г жев.рез. б/с",7622201685881,pcs,280,,,,
"Дирол XXL Ассорти мятных вкусов, 19г жев. рез. б/с",7622201677404,pcs,280,,,,
"Дирол XXL Арбузная свежесть, 19гр жев.рез. б/с",7622201677367,pcs,300,,,,
"Дирол XXL Мята, 19гр жев. рез. б/с",7622201731854,pcs,250,,,,
"Дирол Арбузно-Дынный к, 13.6гр жев.рез. б/с",46103550,pcs,210,,,,
"Дирол Морозная мята, 13.6гр жев.рез. б/с",46103451,pcs,210,,,,
"Дирол Уайт мята, 13.6гр жев. рез. б/с",46190369,pcs,210,,,,
"Дирол отб. Со вкусом клубники, 13.6гр жев. рез. б/с",7622201429959,pcs,175,,,,
"Дирол Ледяная мята, 13.6гр жев. рез. б/с",46090812,pcs,230,,,,
"Дирол Тропическ коктейль, 13.6г жев. рез. б/с",46103611,pcs,210,,,,
"Дирол Мята, 13.6гр жев. рез. б/с",46103499,pcs,230,,,,
"Дирол Нежность мяты, 13.6г жев.рез. б/с",46078483,pcs,230,,,,
"Дирол BUBBLE FRESH, 13.6гр жев.рез. б/с",46187857,pcs,210,,,,
"Дирол Арбузная свежесть, 13.6гр жев. рез. б/с",46103536,pcs,230,,,,
"Дирол Кокос Клубника, 13.6гр жев.рез",57027906,pcs,240,,,,
"Дирол отб. Уголь с мятой, 13.6гр жев, рез. б/с",57027913,pcs,240,,,,
"Дирол Kids Банан, 13.5гр жев рез. б/с",7622201410070,pcs,250,,,,
"Дирол Kids Tутти Фрутти, 13.5гр жев рез. б/с",7622201718336,pcs,250,,,,
Мини круассаны со вкусом какао 7DAYS 200г,5201360543205,pcs,"1,235",,,,
Мини круассаны с ванильным вкусом 7DAYS 200г,5201360543700,pcs,"1,235",,,,
Мини круассаны со вкусом варенной сгуще 7DAYS 200г,5201360543472,pcs,"1,235",,,,
Круассан со вкусом какао 7DAYS 65г.,5201360521210,pcs,365,,,,
Круассан со ванильным вкусом 7DAYS 65г.,5201360523795,pcs,365,,,,
Круассан со вкусом какао 7DAYS 65г.,5201360571208,pcs,425,,,,
Круассан с ванильным вкусом 7DAYS 65,5201360571703,pcs,400,,,,
Круассан со вкусом варенной сгущенки 7DAYS 65г.,5201360553457,pcs,365,,,,
Печенье глазированное шоколадом  Milka 200г.,7622210762542,pcs,"1,555",,,,
Печенье покрытое молочным шоколадом Milka 40г,7622210858580,pcs,305,,,,
Печенье с кусочками молоч шок Милка 156г,7622210954404,pcs,"1,555",,,,
"Печенье «Лила Стикс» , покрытое молочны шоколадом  Милка 112г.",7622201753207,pcs,"1,140",,,,
Милка 156гр с какао и молочным шоколадом,7622201786052,pcs,"1,510",,,,
Милка 260гр с начинкой молочным шоколадом,7622210540836,pcs,"1,790",,,,
Милка 168г печенье с кусочками молочного шоколада,7622210762511,pcs,"1,510",,,,
Милка 30г Вафли с нач какао с молочным покрытием,57030692,pcs,400,,,,
Милка 120гр печенье покрытое молочным шоколадом,7622201761158,pcs,"1,140",,,,
Милка 126г Печенье в молочном шоколаде их ц/з муки хлопьями,7622210576408,pcs,"1,095",,,,
Бельвита 225г с медом и фундуком,7622210721921,pcs,960,,,,
Бельвита 225г со злаковыми хлопьями,7622210721976,pcs,960,,,,
Бельвита 225г с какао,7622210721952,pcs,960,,,,
Бельвита 253г сэндвич печенье с цельн. злаками и йогурт начин,7622210742025,pcs,"1,085",,,,
Бельвита 253г сэндвич печенье с какао,7622210742018,pcs,"1,250",,,,
"Тук 100гр. Сметана лук, крекер",7622210575517,pcs,640,,,,
"Тук 100гр. Копченые колбаски, крекер",7622210707741 7622202203565,pcs,640,,,,
"Тук 100гр. Сыр, крекер",7622201751623,pcs,640,,,,
"Тук 100гр. Со вкусом краба, крекер",7622201434519,pcs,585,,,,
Шоколадный Барни 150гр.,7622210632050,pcs,"1,415",,,,
"Медв. Барни 30гр. Шоколадный, меда.",7622210336729,pcs,260,,,,
"Барни 150гр. Банан-йогурт, медв.",7622210632043,pcs,"1,415",,,,
"Барни 30гр. Банан-йогурт, медв.",7622210195081,pcs,260,,,,
"Барни 30гр. Молочный, медв.",7622210336743,pcs,260,,,,
"Барни 150гр. Молочный, медв.",7622210632067,pcs,"1,415",,,,
Печенье OREO 95г с какао и начинкой шоколадного вкуса,7622210769459 7622202204166,pcs,600,,,,
Печенье OREO 228г с какао и начинкой шоколадного в,7622210768131,pcs,"1,300",,,,
Печенье OREO 95г с какао и кремовой начинкой со вкус клубники,7622210694737 7622202206191,pcs,565,,,,
Печенье OREO 228г с какао и кремовой начинкой клубничного вкуса,7622210700391 7622202206160,pcs,"1,365",,,,
Печенье OREO 228г с какао и кремовой начинкой ванильного вкуса,7622210309310 7622210375742,pcs,"1,365",,,,
Печенье OREO 38г с какао и кремовой начинкой ваниль вкуса,7622210309396,pcs,250,,,,
Печенье OREO 95г с какао и кремовой начинкой ваниль вкуса,7622210309358 7622210653031,pcs,565,,,,
Печенье OREO 154г PACMAN с какао,7622202041051,pcs,"1,085",,,,
Печенье Kremiks Сacao 70гр,487002233203 4870002233203,pcs,140,,,,
Конфета Кисломикс Skittles 12*12*38 г,5000159438056,pcs,325,,,,
Шоколадный батончик MARS 50гр,4011100091108,pcs,390,,,,
Шоколадный батончик TWIX 82гр,5000159390729,pcs,585,,,,
Шоколадный батончик TWIX 55гр,4011100977952,pcs,385,,,,
Шоколадный батончик SNICERS лесной орех 81гр,5000159439480,pcs,580,,,,
Шоколадный батончик SNICERS супер 80гр,4660085515163,pcs,580,,,,
Шоколадный батончик SNICERS 50гр,4607065001445,pcs,385,,,,
Шоколадный батончик BOUNTY 55гр,4011100977624,pcs,430,,,,
Шоколадный батончик SNICERS стик 20гр,4607065736965,pcs,210,,,,
"Шоколадный батончик BOUNTY 82,5гр",5000159381178,pcs,645,,,,
Шоколад и фундуком 500 гр Натиже,4870003753021,pcs,,,,,
Бисквит Пирож 27 гр Орео,90441028,pcs,450,,,,
Бисквит Пирож 29 гр Милко,90441011,pcs,460,,,,
Орешки,2500302610016,pcs,"1,600",,,,
Чак Чак Кондр 200гр,2500304110019,kg,"3,225",,,,
Мюсли Crunchy muesli шоколадные (choco) 375 гр/12,8595564502180,pcs,"1,980",,,,
Мюсли Crunchy muesli фундук (hazelnuts) 375 гр/12,8595564502203,pcs,"1,980",,,,
Мюсли Crunchy muesli фрукты ( (fruit) 375 гр/12,8595564502227,pcs,"1,980",,,,
Мюсли Crunchy muesli клубника (strawberries) 375 гр/12,6595564503613,pcs,"1,980",,,,
ORION Choco-Pie 180 гр.,4607084351378 2500000000072,pcs,730,,,,
ORION Choco-Pie 360 гр,4607084351385,pcs,"1,385",,,,
"Мини-маффины ""Kovis"" 470г*бшт (вишня)",4607001416395,pcs,"1,365",,,,
"Мини-маффины ""Kovis"" 470г*6шт (вареная сгущенка)",4607001416241,pcs,"1,365",,,,
"Мини-маффины ""Kovis"" 470г*6шт (клубника)",4607001416265,pcs,"1,365",,,,
"Мини-маффины ""Kovis"" 470г*6шт (шоколад)",4607001416289,pcs,"1,365",,,,
"Мини-маффины ""Kovis"" 470г*6шт(Ваниль)",4607001416227,pcs,"1,365",,,,
Kovis Каталонские пироги 400гр 6шт Ваниль,4607001415251,pcs,"1,855",,,,
Kovis Каталонские пироги 400гр 6шт Черн-йогурт,4607001415350,pcs,"1,855",,,,
Kovis Каталонские пироги 400гр 6шт Шоколад-карамель,4607001415268,pcs,"1,855",,,,
Kovis Каталонские пироги 400гр бшт Шок-сливки,4607001415282,pcs,"1,855",,,,
"Мини-маффины ""Kovis"" 470г*6шт (ягодный микс)",4607001416869,pcs,"1,365",,,,
"Торт бисквитный ""Baker House""Трюфель 350г*вшт",4607001415701,pcs,"1,430",,,,
"Торт бисквитный ""Baker House"" Тирамису 350г*8шт",4607001415718,pcs,"1,575",,,,
"Торт бисквитный ""Baker House"" Шварцвальд 350г 8шт",4607001415725,pcs,"1,575",,,,
"Торт бисквитный ""Baker House"" Кармельон 350г*8шт",4607001416326,pcs,"1,575",,,,
Бисквит Kinder Пирож Макси Кинг 35гр,4008400553023,pcs,680,,,,
Бисквит Пирож Пингви Kinder 30гр,5024111117322,pcs,490,,,,
Бисквит Пирож Пингви Kinder  с вишней 30гр,8000500338056,pcs,405,,,,
Бисквит Пирож Молочный ломтик Kinder 28гр,40084725,pcs,545,,,,
Вафли Зебра 40 г с мягк карамелью арахис и изюм,2500305120017,pcs,135,,,,
Вафли Джумка 37 гс мягк карам и воздуш кукуруз,2500305130016,pcs,130,,,,
Органические фруктовые леденцы на палочке,810165010017,pcs,180,,,,
Бат прот SM For Молочный в мол шок 40г,4600452023365,pcs,340,,,,
Бат прот SM For Какао  в мол шок 40г,4600452023402,pcs,355,,,,
Рулет биск Яшкино Черничный 200г,2500305230013,pcs,420,,,,
Рулет биск Яшкино Вишневый 200г,2500305240012,pcs,420,,,,
Рулет биск Яшкино с вареной сгущенкой200г,2500305250011,pcs,420,,,,
Рулет биск Яшкино Клубничный со сливками  200г,2500305260010,pcs,415,,,,
Пирожные бисквитные Яшкино сослив кремом 30 г,2500305270019,pcs,80,,,,
Пирожные бисквитные Яшкино с шок кремом 30 г,2500305280018,pcs,80,,,,
Рулет глазир Яшкино с какао 200г,2500305290017,pcs,415,,,,
Рулет глазир Яшкино с какао 200г,2500305300013,pcs,415,,,,
"Кекс Яшкино 500 г  с Клубн,джемеом и сливочным  кремом",2500305310012,pcs,"1,315",,,,
Вафельные рулетики Яшкино со вкусом шоколада 160 г.,4680021887987,pcs,390,,,,
Гематоген 40 г,4607015239430,pcs,75,,,,
Nut N Go батончик  42 г.,4620017452317,pcs,130,,,,
Nut N Go батончик  миндальный 34 г.,4620017455806,pcs,230,,,,
Миндальный батончик NUT N GO  с пеканом КА.,4620017459910,pcs,260,,,,
Миндальный батончик NUT N GO  с кокосом  КА.,4620017459934,pcs,195,,,,
Миндальный арахис батончик NUT N GO  с арахисом пастой  КА.,4620017459590,pcs,185,,,,
Миндальный арахис батончик NUT N GO  с клюквой КА.,4620017459613,pcs,195,,,,
Батончик Protein NUT N GO  миндаль КА,4680167310011,pcs,195,,,,
Батончик Чио Рио с начинкой в мяг.карамели 30 г.,4607109843741,pcs,80,,,,
Батончик Ярче 50 г.,4607109843857,pcs,120,,,,
Крекер Яшкино Французский хруст.с кунжутом 185 г.,4603290003032,pcs,220,,,,
Мини- пай с яблочной начинкой голландский 180 гр,4620017457985,pcs,415,,,,
Печ.сах.FORSITE Сэндвич с кокос.вк 220 г,4603290004879,pcs,420,,,,
Печенье Яшкино вишня 137гр м/у,4607015235777,pcs,375,,,,
Мини - пряник с малиновой начинкой 300 гр.,4670161190894,pcs,620,,,,
Мини - пряник с вареной сгущенкой 300 гр.,4670161190900,pcs,590,,,,
Тараллини  NINA FRINA 180гр м/у чесноком.,4620017453536,pcs,400,,,,
"Печ Веселый Зоопарк пп/п 0,350. Рахат",4870099000726,pcs,575,,,,
"Печ На Здоровые  пп/п 0,350. Рахат",4870099000733,pcs,595,,,,
"Вафли Асем ф/пчк.0,110 гр",4870099001310,pcs,300,,,,
Печ Коктем Рахат вес,2500306110017,kg,"1,225",,,,
Печ Южное Рахат вес,2500306120016,kg,"1,225",,,,
Киндер БуеноWhite Т2*30,80761761,pcs,530,,,,
Драже Рыбка в шок гл,4600452022740,pcs,"1,765",,,,
Жевательная конфета Нота Бум,4607109844786,pcs,950,,,,
Конфеты Ярче! Арахис,4607109844731,pcs,"1,020",,,,
Конфеты Чио РИо,4607109844779,pcs,"1,150",,,,
Шоколадные конфеты Bobyfox с молоч начин,4630026561412,pcs,"2,435",,,,
Кекс Ozera 500гр с Шокол крем,4680021883224,pcs,"1,875",,,,
Шоколадные конфеты Bobyfox с молоч начин 45гр,4690329014077,pcs,295,,,,
Шоколадные конфеты Bobyfox с фундук 45гр,4690329016415,pcs,270,,,,
Шоколад молочный Ozera орех 45гр,4690329016255,pcs,330,,,,
Шоколад молочный Ozera экстро молочный 45гр,4690329016262,pcs,340,,,,
Круассан Маскон с шоколад начинкой вес,2500308740014,kg,"2,470",,,,
Круассан Маскон с сгущенкой вес,2500308750013,kg,"2,335",,,,
Круассан Маскон сливочно-карамель вес,2500308760012,kg,"2,405",,,,
Кекс Маскон йогуртный вес,2500308770011 4870203571890,kg,"2,545",,,,
Печенье Маскон Американер вес,2500308780010,kg,"1,990",,,,
Трубочка Маскон со сгущ орех вес,2500308790019,kg,"2,615",,,,
Печенье Маскон к кофе вес,2500308800015,kg,"1,240",,,,
Печенье Маскон Зайчик 3кг,2500308810014,kg,"1,240",,,,
Печенье Маскон чайное вес,2500308820013,kg,"1,240",,,,
Орешки Маскон со сгущ орех вес,2500308830012,kg,"2,600",,,,
Biscuit Halley Sandwich Coconu 28гр*8*12,4870112006988,pcs,"1,140",,,,
Biscuit Biskrem Dark Какао 100гр,4870112006100,pcs,315,,,,
Biscuit Halley Sandwich Клубника 30гр*10*10,4870112007312,pcs,"1,560",,,,
Biscuit Halley Sandwich 336гр,4870112006902,pcs,"1,625",,,,
Biscuit Halley Sandwich 224гр,4870112006896,pcs,"1,085",,,,
Шоколадные конфеты Bobyfox с фундуком.,4630026561894,pcs,"3,070",,,,
Хрустик Маскон вес,4870203571494,pcs,780,,,,
Набор Конфет Storck 250Гр Merci ассорти из темного шок,4014400901412,pcs,"2,645",,,,
Набор Конфет Storck 250Гр Merci ассорти,2500404150014 4014400901191 4014400931297,pcs,"3,550",,,,
Набор Конфет Storck 250Гр Merci ассорти из молочного шок,4014400901405,pcs,"3,550",,,,
Набор Конфет Storck 250Гр Merci ассорти с миндалем,4014400917956,pcs,"3,550",,,,
Печенье Solomka А продукт,4870066008656 4870066008359,pcs,605,,,,
Печенье Яблочко А продукт,4870066008915,pcs,650,,,,
Печенье Рыбка А продукт,4870066008939,pcs,610,,,,
Рулет Kovis 175 г*15 шт (клубника),4607001413318,pcs,455,,,,
Рулет Kovis 175 г*15 шт (вар.сгущ),4607001413349,pcs,455,,,,
Рулет Kovis 175 г*15 шт (шок),4607001413332,pcs,455,,,,
Рулет Kovis 175 г*15 шт (вишня),4607001413325,pcs,455,,,,
Рулет Kovis 175 г*15 шт (абрикос),4607001413301,pcs,455,,,,
Kovis Мини-маффины вишня 200 г,4607001416418,pcs,650,,,,
Kovis Мини-маффины сгущенка 200 г,4607001416494,pcs,650,,,,
Kovis Мини-маффины клубника  200 г,4607001416432,pcs,650,,,,
Конфеты Eco botanica брусника и витамины 200гр,4600508719440,pcs,965,,,,
Труб.ваф.ЯШКИНО 190 гр ореховые. КА,4607035653292,pcs,475,,,,
Мини - пай с малиновой начинкой голландский 180 г.,4620017457992,pcs,430,,,,
Шоколад M&M с арахисом 45гр,4607065000790,pcs,460,,,,
Шоколад M&M с шоколадом 45гр,4607065000868,pcs,460,,,,
Вафельные трубочки Ассорти со вкусом шоколада и ореховые 500 гр.,4870066009523,pcs,"1,230",,,,
Мармелад жеват Fruittella Фруктовым пюре малина 36г,46268471,pcs,435,,,,
Конфеты Eco botanica зелен чай и витамины 200гр,4600508714377,pcs,965,,,,
Мармелад Eco botanica гранат апельсин 150гр,4600300094820,pcs,925,,,,
Вафли С халвой Яшкино 300 гр,4607015232622,pcs,585,,,,
Вафл трубочки Konafeto cocoa 140гр,4823077633034,pcs,570,,,,
Вафл трубочки Konafeto молочная 140гр,4823077618161,pcs,570,,,,
Вафл трубочки Konafeto ореховая начинка 140гр,4823077633058,pcs,570,,,,
Батон Roshen молочн-шок арахис 38гр,4823077632259,pcs,245,,,,
Батон Roshen молочн-шок 43гр,4823077613630,pcs,245,,,,
Сдобные Печенье Lovita Classic Cookies арахис 150гр,4823077633348,pcs,580,,,,
Сдобные Печенье Lovita Classic Cookies како 150гр,4823077632217 4823077633317,pcs,580,,,,
Сдобные Печенье Lovita Classic Cookies глазурь 150гр,4823077633324,pcs,580,,,,
Сдобные Печенье Lovita Classic Cookies крем како 150гр,4823077641367,pcs,580,,,,
Сдобные Печенье Lovita Classic Cookies крем молоко 150гр,4823077636400,pcs,580,,,,
Конфеты желейные Бешен Пчелка,2500407830012,kg,"2,420",,,,
Конфеты Молочная Капля Roshen,2500407840011,kg,"2,630",,,,
Конфеты Milky Splash,2500407850010,kg,"3,290",,,,
Конфеты Эклер,2500407860019,kg,"2,680",,,,
Конфеты Карамелькино,2500407870018,kg,"1,860",,,,
Конфеты Hola Granola,2500407880017,kg,"2,630",,,,
Конфеты Рачки Roshen,2500407890016,kg,"2,630",,,,
Конфеты Bim Bom Roshen,2500407900012,kg,"2,630",,,,
Печенье кнопка вес,2500407950017,kg,"1,825",,,,
Кекс Маскон Грушевый вес,2500407960016,kg,"2,190",,,,
"Тук 110гр. Сыр, крекер",7622202033865,pcs,755,,,,
Милка 31г Вафли с нач какао с молочным покрытием,7622201682705,pcs,315,,,,
Конфета Кисломикс Skittles 26*70 г,4660085510021,pcs,545,,,,
Печенье Мария с молочным кремом 500 гр,4870066008908,pcs,715,,,,
Драже Вафельный микс Банан Дыня,4680021887024,pcs,"1,655",,,,
Печенье Яшкино Клубника с кремом 190гр,4603290004817,pcs,290,,,,
Печенье Яшкино со Слив кремом 190гр,4603290004824,pcs,290,,,,
Печенье Яшкино сэндвич Какао 220гр,4603290005494,pcs,360,,,,
HALLS Chewy Жевательные конфеты со вкусом арбуза,7622201430733 57023663,pcs,340,,,,
Яшкино Печенье со сливочным кремом,2500500770017,pcs,,,,,
Шоколадики коррекс Конф Конд,4699304628438,kg,"2,790",,,,
"Романтичные коррекс 1,2 Конф Конд",4699304627240,kg,"2,630",,,,
"Пончик шоколад йогурт 0,9кг Арм Конд",4631150258513,kg,"2,470",,,,
коржик Вкус детсва 1кг Арм Конд,4631150258872,kg,"2,295",,,,
Трапеза Баранки сдобные Ванильные 400 гр,4870002540738,pcs,900,,,,
Трапеза Баранки сдобные Лимонные 400 гр,4870002540745,pcs,900,,,,
Трапеза Печенье Овсяное с Курагой 400 гр,2500502240013 4870059004481,pcs,"1,015",,,,
Трапеза Печенье Овсяное с Изюмом 350 гр,4870059001596,pcs,985,,,,
Трапеза Печенье Овсяное с Кунжутом 350 гр,4870059004511,pcs,"1,015",,,,
Мюсли на Здоровье с шоколад орехами 300гр,4601159077026,pcs,695,,,,
Мюсли на Здоровье Экзотик 300гр,4601159077002,pcs,695,,,,
Мюсли на Здоровье Яблоко Изюм 300гр,4601159077019,pcs,630,,,,
